ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0452269571,Bastard Out Of Carolina,Dorothy Allison,1993,Plume Books,http://images.amazon.com/images/P/0452269571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452269571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452269571.01.LZZZZZZZ.jpg
051513287X,Face The Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books,http://images.amazon.com/images/P/051513287X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.LZZZZZZZ.jpg
0618002219,The Hobbit: Or There And Back Again,J.R.R. Tolkien,1999,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618002219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618002219.01.LZZZZZZZ.jpg
0060392452,Stupid White Men ...And Other Sorry Excuses For The State Of The Nation!,Michael Moore,2002,Regan Books,http://images.amazon.com/images/P/0060392452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg
0590353403,Harry Potter And The Sorcerer'S Stone (Book 1),J. K. Rowling,1998,Scholastic,http://images.amazon.com/images/P/0590353403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590353403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590353403.01.LZZZZZZZ.jpg
0312263120,Digital Fortress : A Thriller,Dan Brown,2000,St. Martin's Griffin,http://images.amazon.com/images/P/0312263120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312263120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312263120.01.LZZZZZZZ.jpg
0446532231,"Dude, Where'S My Country?",Michael Moore,2003,Warner Books,http://images.amazon.com/images/P/0446532231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446532231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446532231.01.LZZZZZZZ.jpg
0886777844,Summon The Keeper,Tanya Huff,1998,Daw Books,http://images.amazon.com/images/P/0886777844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886777844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886777844.01.LZZZZZZZ.jpg
0385498802,Bee Season: A Novel,Myla Goldberg,2001,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385498802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385498802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385498802.01.LZZZZZZZ.jpg
0312291639,The Nanny Diaries: A Novel,Emma Mclaughlin,2003,St. Martin's Griffin,http://images.amazon.com/images/P/0312291639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312291639.01.LZZZZZZZ.jpg
0425101452,Phantoms,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425101452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425101452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425101452.01.LZZZZZZZ.jpg
0553348981,Jitterbug Perfume,Tom Robbins,1990,Bantam,http://images.amazon.com/images/P/0553348981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553348981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553348981.01.LZZZZZZZ.jpg
0684874350,Angela'S Ashes,Frank Mccourt,1996,Scribner,http://images.amazon.com/images/P/0684874350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.LZZZZZZZ.jpg
0446611212,Violets Are Blue,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446611212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.LZZZZZZZ.jpg
0316168688,The Dogs Of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown",http://images.amazon.com/images/P/0316168688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.LZZZZZZZ.jpg
0425155943,Contagion,Robin Cook,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425155943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425155943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425155943.01.LZZZZZZZ.jpg
3257229534,Der Vorleser,Bernhard Schlink,1999,Diogenes Verlag AG,http://images.amazon.com/images/P/3257229534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257229534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257229534.01.LZZZZZZZ.jpg
0440241537,The King Of Torts,John Grisham,2003,Dell,http://images.amazon.com/images/P/0440241537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.LZZZZZZZ.jpg
034538475X,The Tale Of The Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/034538475X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.LZZZZZZZ.jpg
0886777631,"City Of Golden Shadow (Otherland, Volume 1)",Tad Williams,1998,Daw Books,http://images.amazon.com/images/P/0886777631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886777631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886777631.01.LZZZZZZZ.jpg
0425181103,Phantoms,Dean R. Koontz,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425181103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425181103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181103.01.LZZZZZZZ.jpg
0380718340,Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,http://images.amazon.com/images/P/0380718340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.LZZZZZZZ.jpg
0451153553,Misery,Stephen King,1988,New Amer Library,http://images.amazon.com/images/P/0451153553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.LZZZZZZZ.jpg
0142001805,The Eyre Affair: A Novel,Jasper Fforde,2003,Penguin Books,http://images.amazon.com/images/P/0142001805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg
0375706062,Lying Awake,Mark Salzman,2001,Vintage Books USA,http://images.amazon.com/images/P/0375706062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706062.01.LZZZZZZZ.jpg
0425147622,The Body Farm,Patricia Daniels Cornwell,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.LZZZZZZZ.jpg
0451180410,Mortal Fear,Greg Iles,1998,Signet Book,http://images.amazon.com/images/P/0451180410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451180410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451180410.01.LZZZZZZZ.jpg
0446360856,The Gold Coast,Nelson Demille,1991,Warner Books,http://images.amazon.com/images/P/0446360856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446360856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446360856.01.LZZZZZZZ.jpg
0553582763,By The Light Of The Moon,Dean Koontz,2003,Bantam,http://images.amazon.com/images/P/0553582763.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582763.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582763.01.LZZZZZZZ.jpg
0425188809,Watchers,Dean R. Koontz,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425188809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425188809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425188809.01.LZZZZZZZ.jpg
0345384369,Intensity,Dean Koontz,1996,Ballantine Books,http://images.amazon.com/images/P/0345384369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.LZZZZZZZ.jpg
034539657X,Dark Rivers Of The Heart,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/034539657X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.LZZZZZZZ.jpg
0425144429,Mr. Murder,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425144429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425144429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425144429.01.LZZZZZZZ.jpg
0312305060,The Hours: A Novel,Michael Cunningham,2002,Picador,http://images.amazon.com/images/P/0312305060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.LZZZZZZZ.jpg
0060175966,The Professor And The Madman,Simon Winchester,1998,HarperCollins Publishers,http://images.amazon.com/images/P/0060175966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060175966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060175966.01.LZZZZZZZ.jpg
034545104X,Flesh Tones: A Novel,M. J. Rose,2002,Ballantine Books,http://images.amazon.com/images/P/034545104X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034545104X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034545104X.01.LZZZZZZZ.jpg
0399146431,The Bonesetter'S Daughter,Amy Tan,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399146431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146431.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146431.01.LZZZZZZZ.jpg
0385482388,The Mistress Of Spices,Chitra Banerjee Divakaruni,1998,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385482388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385482388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385482388.01.LZZZZZZZ.jpg
0399141146,The Hundred Secret Senses,Amy Tan,1995,Putnam Pub Group,http://images.amazon.com/images/P/0399141146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399141146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399141146.01.LZZZZZZZ.jpg
0375706771,Midwives: A Novel,Chris Bohjalian,1998,Vintage,http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg
0452260116,Song Of Solomon (Oprah'S Book Club (Paperback)),Toni Morrison,1987,Plume Books,http://images.amazon.com/images/P/0452260116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452260116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452260116.01.LZZZZZZZ.jpg
0312978367,The Prometheus Deception,Robert Ludlum,2001,St. Martin's Press,http://images.amazon.com/images/P/0312978367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312978367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312978367.01.LZZZZZZZ.jpg
0812517725,"The Great Hunt (The Wheel Of Time, Book 2)",Robert Jordan,1991,Tor Fantasy,http://images.amazon.com/images/P/0812517725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812517725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812517725.01.LZZZZZZZ.jpg
0451191145,Atlas Shrugged,Ayn Rand,1996,Signet Book,http://images.amazon.com/images/P/0451191145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451191145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451191145.01.LZZZZZZZ.jpg
0671510126,The Good Earth (Enriched Classics),Pearl S. Buck,1994,Pocket,http://images.amazon.com/images/P/0671510126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671510126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671510126.01.LZZZZZZZ.jpg
0440403278,Number The Stars (Yearling Newbery),Lois Lowry,1990,Yearling Books,http://images.amazon.com/images/P/0440403278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440403278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440403278.01.LZZZZZZZ.jpg
0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books,http://images.amazon.com/images/P/0060987561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.LZZZZZZZ.jpg
0312265867,To The Nines: A Stephanie Plum Novel,Janet Evanovich,2003,St. Martin's Press,http://images.amazon.com/images/P/0312265867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312265867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312265867.01.LZZZZZZZ.jpg
1844262553,Free,Paul Vincent,2003,Upfront Publishing,http://images.amazon.com/images/P/1844262553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1844262553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1844262553.01.LZZZZZZZ.jpg
3257227809,Venezianisches Finale. Commissario Brunettis Erster Fall.,Donna Leon,1995,Diogenes Verlag,http://images.amazon.com/images/P/3257227809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257227809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257227809.01.LZZZZZZZ.jpg
3423204206,Die Falsche Fã?Â¤Hrte.,Henning Mankell,2001,Dtv,http://images.amazon.com/images/P/3423204206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423204206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423204206.01.LZZZZZZZ.jpg
0312150601,Behind The Scenes At The Museum : A Novel,Kate Atkinson,1999,Picador,http://images.amazon.com/images/P/0312150601.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312150601.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312150601.01.LZZZZZZZ.jpg
0446603309,The Witness,Sandra Brown,1996,Warner Books,http://images.amazon.com/images/P/0446603309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603309.01.LZZZZZZZ.jpg
0786881852,Don'T Sweat The Small Stuff And It'S All Small Stuff : Simple Ways To Keep The Little Things From Taking Over Your Life (Don'T Sweat The Small Stuff Series),Richard Carlson,1997,Hyperion,http://images.amazon.com/images/P/0786881852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg
0345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2000,Ballantine Books,http://images.amazon.com/images/P/0345413873.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413873.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413873.01.LZZZZZZZ.jpg
0064410129,"The Carnivorous Carnival (A Series Of Unfortunate Events, Book 9)",Lemony Snicket,2002,HarperCollins,http://images.amazon.com/images/P/0064410129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064410129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064410129.01.LZZZZZZZ.jpg
1559029838,Call Of The Wild,Jack London,0,Selldowns/no More Orders,http://images.amazon.com/images/P/1559029838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.LZZZZZZZ.jpg
0679746048,"Girl, Interrupted",Susanna Kaysen,1994,Vintage,http://images.amazon.com/images/P/0679746048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679746048.01.LZZZZZZZ.jpg
0446610100,Wish You Well,David Baldacci,2001,Warner Books,http://images.amazon.com/images/P/0446610100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610100.01.LZZZZZZZ.jpg
0440216745,Whispers,Belva Plain,1994,Dell,http://images.amazon.com/images/P/0440216745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440216745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440216745.01.LZZZZZZZ.jpg
0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966970.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966970.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966970.01.LZZZZZZZ.jpg
051512317X,Rising Tides,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/051512317X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512317X.01.LZZZZZZZ.jpg
0515114693,Born In Fire,Nora Roberts,1994,Jove Books,http://images.amazon.com/images/P/0515114693.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515114693.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515114693.01.LZZZZZZZ.jpg
0380002930,Watership Down,Richard Adams,1976,Avon,http://images.amazon.com/images/P/0380002930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.LZZZZZZZ.jpg
0553562967,Bellwether,Connie Willis,1997,Bantam Books,http://images.amazon.com/images/P/0553562967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553562967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553562967.01.LZZZZZZZ.jpg
0312971346,High Five (A Stephanie Plum Novel),Janet Evanovich,2000,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312971346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312971346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312971346.01.LZZZZZZZ.jpg
0140280553,"Galileo'S Daughter: A Historical Memoir Of Science, Faith, And Love",Dava Sobel,2000,Penguin Books,http://images.amazon.com/images/P/0140280553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140280553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140280553.01.LZZZZZZZ.jpg
0060958022,Five Quarters Of The Orange,Joanne Harris,2002,Perennial,http://images.amazon.com/images/P/0060958022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg
0385474016,"Like Water For Chocolate: A Novel In Monthly Installments With Recipes, Romances And Home Remedies",Laura Esquivel,1994,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385474016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385474016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385474016.01.LZZZZZZZ.jpg
052594527X,Girl With A Pearl Earring,Tracy Chevalier,1999,Dutton Books,http://images.amazon.com/images/P/052594527X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/052594527X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/052594527X.01.LZZZZZZZ.jpg
0375412824,The Dive From Clausen'S Pier (Alex Awards),Ann Packer,2002,Knopf,http://images.amazon.com/images/P/0375412824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375412824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375412824.01.LZZZZZZZ.jpg
1558743669,"A Child Called \It\"": One Child'S Courage To Survive""",Dave Pelzer,1995,Health Communications,http://images.amazon.com/images/P/1558743669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558743669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558743669.01.LZZZZZZZ.jpg
0441005764,"Mossflower (Redwall, Book 2)",Brian Jacques,1998,Ace Books,http://images.amazon.com/images/P/0441005764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441005764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441005764.01.LZZZZZZZ.jpg
0553582135,Final Target,Iris Johansen,2002,Bantam Books,http://images.amazon.com/images/P/0553582135.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582135.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582135.01.LZZZZZZZ.jpg
0399147284,Chosen Prey,John Sandford,2001,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399147284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147284.01.LZZZZZZZ.jpg
0880381736,"Dragons Of Autumn Twilight (Dragonlance Chronicles, Vol 1)",Margaret Weis,1990,TSR,http://images.amazon.com/images/P/0880381736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880381736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880381736.01.LZZZZZZZ.jpg
0767907817,Bookends : A Novel,Jane Green,2003,Broadway,http://images.amazon.com/images/P/0767907817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767907817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767907817.01.LZZZZZZZ.jpg
0385720106,A Map Of The World,Jane Hamilton,1999,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720106.01.LZZZZZZZ.jpg
